replay_file,game_length_s,map_name,p1_race,p2_race,winner,p1_minerals_current_5min,p1_vespene_current_5min,p1_minerals_collection_rate_5min,p1_vespene_collection_rate_5min,p1_workers_active_5min,p1_army_supply_5min,p1_minerals_current_10min,p1_vespene_current_10min,p1_minerals_collection_rate_10min,p1_vespene_collection_rate_10min,p1_workers_active_10min,p1_army_supply_10min,p1_minerals_total,p1_vespene_total,p2_minerals_current_5min,p2_vespene_current_5min,p2_minerals_collection_rate_5min,p2_vespene_collection_rate_5min,p2_workers_active_5min,p2_army_supply_5min,p2_minerals_current_10min,p2_vespene_current_10min,p2_minerals_collection_rate_10min,p2_vespene_collection_rate_10min,p2_workers_active_10min,p2_army_supply_10min,p2_minerals_total,p2_vespene_total
[ZvP] - Solar vs Shameless - Old Republic LE - 2026-02-24 13_44_11.SC2Replay,596,Old Republic LE,Zerg,Protoss,1.0,258.0,4.0,1259.0,22.0,32.0,11.0,323.0,107.0,3107.0,828.0,68.0,70.5,17189.25,2163.5,190.0,183.0,1511.0,313.0,34.0,9.0,550.0,362.0,2799.0,649.0,62.0,60.0,15908.25,3529.25
[ZvP] - Solar vs Shameless - Tourmaline LE - 2026-02-24 13_32_51.SC2Replay,475,Tourmaline LE,Zerg,Protoss,1.0,14.0,8.0,1763.0,44.0,34.0,14.0,194.0,288.0,2407.0,313.0,51.0,30.0,11346.25,646.75,10.0,26.0,1539.0,313.0,35.0,9.0,165.0,467.0,1959.0,649.0,51.0,13.0,9512.25,2017.25
[ZvT] - [SBalIs]YoungYakov vs Bunny - Winter Madness LE - 2026-03-17 12_11_20.SC2Replay,343,Winter Madness LE,Zerg,Terran,2.0,63.0,20.0,1539.0,156.0,33.0,11.0,93.0,86.0,1903.0,156.0,40.0,16.5,6672.25,417.5,50.0,96.0,1679.0,156.0,27.0,13.0,185.0,166.0,1847.0,335.0,34.0,23.0,6504.25,820.75
[ZvT] - [SBalIs]YoungYakov vs Bunny - Winter Madness LE - 2026-03-17 12_41_18.SC2Replay,1980,Winter Madness LE,Zerg,Terran,2.0,63.0,20.0,1539.0,156.0,33.0,11.0,233.0,122.0,2463.0,425.0,63.0,22.5,15138.25,1602.75,50.0,96.0,1679.0,156.0,27.0,13.0,350.0,80.0,2911.0,694.0,55.0,30.0,15222.25,2431.5
[ZvT] - [TRotti]Fjant vs [SBаlls]Nicoract - Ruby Rock LE - 2026-03-14 14_29_05.SC2Replay,741,Ruby Rock LE,Zerg,Terran,1.0,194.0,8.0,1371.0,0.0,27.0,15.0,556.0,210.0,2463.0,515.0,61.0,38.5,14704.25,842.25,45.0,136.0,1259.0,313.0,24.0,10.0,178.0,275.0,1931.0,335.0,40.0,40.0,10763.25,2328.75
[ZvT] - Elazer vs [KRKTWN]Percival - Ruby Rock LE - 2026-03-12 16_06_03.SC2Replay,869,Ruby Rock LE,Zerg,Terran,1.0,78.0,21.0,1651.0,156.0,29.0,21.0,182.0,37.0,2239.0,335.0,45.0,39.0,12856.25,1333.75,80.0,83.0,1063.0,313.0,25.0,12.0,49.0,343.0,1483.0,313.0,33.0,32.0,11295.25,2291.75
[ZvT] - GgMachine vs Bunny - White Rabbit LE - 2026-03-17 13_32_13.SC2Replay,698,White Rabbit LE,Zerg,Terran,1.0,378.0,114.0,1567.0,111.0,31.0,5.0,230.0,290.0,2603.0,761.0,62.0,24.0,14753.25,1315.75,215.0,79.0,1371.0,179.0,27.0,7.0,287.0,36.0,2267.0,671.0,49.0,28.0,13451.25,2177.75
[ZvT] - Rogue vs Bunny - Ruby Rock LE - 2026-03-06 12_33_24.SC2Replay,435,Ruby Rock LE,Zerg,Terran,2.0,109.0,48.0,979.0,0.0,17.0,16.0,164.0,40.0,1287.0,179.0,28.0,21.0,5844.75,200.75,203.0,16.0,1175.0,179.0,21.0,18.0,103.0,246.0,1203.0,335.0,28.0,29.0,7335.75,675.25
[ZvT] - Rogue vs Bunny - Taito Citadel LE - 2026-03-06 12_47_47.SC2Replay,813,Taito Citadel LE,Zerg,Terran,1.0,104.0,0.0,1483.0,0.0,27.0,10.5,92.0,126.0,1875.0,335.0,42.0,53.5,13185.25,999.75,70.0,0.0,1399.0,0.0,25.0,18.0,463.0,225.0,867.0,313.0,25.0,32.0,12653.25,1642.75
[ZvT] - Rogue vs Bunny - Winter Madness LE - 2026-03-06 13_00_51.SC2Replay,701,Winter Madness LE,Zerg,Terran,1.0,3.0,30.0,1231.0,67.0,26.0,9.0,343.0,328.0,2939.0,604.0,76.0,25.5,14991.25,1088.0,205.0,100.0,1315.0,156.0,27.0,3.0,350.0,274.0,2827.0,649.0,57.0,23.0,14221.25,2161.75
[ZvT] - SHIN vs Bunny - Ruby Rock LE - 2026-02-25 12_25_38.SC2Replay,393,Ruby Rock LE,Zerg,Terran,2.0,417.0,56.0,1847.0,67.0,35.0,9.0,517.0,102.0,2435.0,179.0,52.0,21.5,9100.25,457.25,320.0,227.0,1679.0,335.0,28.0,11.0,185.0,95.0,1903.0,358.0,36.0,39.0,8323.25,1374.0
[ZvT] - SHIN vs Bunny - Winter Madness LE - 2026-02-25 12_18_04.SC2Replay,710,Winter Madness LE,Zerg,Terran,2.0,199.0,124.0,1623.0,134.0,33.0,9.5,676.0,397.0,2967.0,895.0,72.0,44.5,16650.25,1653.75,105.0,100.0,1623.0,156.0,27.0,13.0,236.0,121.0,2435.0,649.0,63.0,56.0,14669.25,2766.25
[ZvT] - SHIN vs LiquidCure - Mothership LE - 2026-03-06 14_25_38.SC2Replay,1485,Mothership LE,Zerg,Terran,2.0,65.0,0.0,1623.0,0.0,33.0,14.0,620.0,215.0,3051.0,985.0,73.0,59.5,17511.25,1979.25,165.0,67.0,1511.0,179.0,28.0,8.0,265.0,95.0,2659.0,828.0,63.0,55.0,15509.25,3013.5
[ZvT] - SHIN vs LiquidCure - Ruby Rock LE - 2026-03-06 13_59_38.SC2Replay,720,Ruby Rock LE,Zerg,Terran,2.0,261.0,4.0,1511.0,179.0,34.0,10.5,133.0,13.0,2631.0,671.0,65.0,54.5,14648.25,2416.25,149.0,87.0,1315.0,313.0,27.0,5.0,144.0,249.0,2351.0,649.0,59.0,50.0,14620.25,3169.75
[ZvT] - SHIN vs LiquidCure - Winter Madness LE - 2026-03-06 13_46_26.SC2Replay,327,Winter Madness LE,Zerg,Terran,1.0,49.0,122.0,839.0,156.0,18.0,19.0,39.0,7.0,867.0,156.0,18.0,22.0,4495.75,462.0,105.0,187.0,1287.0,335.0,27.0,6.0,70.0,178.0,1259.0,335.0,28.0,10.0,4943.75,820.25
[ZvT] - shinobu vs SZBabyMarine - Ruby Rock LE - 2026-03-08 14_44_17.SC2Replay,645,Ruby Rock LE,Zerg,Terran,2.0,230.0,8.0,1735.0,0.0,34.0,12.0,480.0,131.0,3527.0,649.0,80.0,40.0,18120.25,1524.25,220.0,211.0,1511.0,313.0,28.0,12.0,221.0,409.0,2099.0,627.0,59.0,50.0,14221.25,2929.25
[ZvT] - Solar vs [mIem]LiquidClem - Mothership LE - 2026-03-07 16_17_37.SC2Replay,1408,Mothership LE,Zerg,Terran,2.0,19.0,0.0,1623.0,0.0,32.0,12.0,489.0,101.0,3359.0,963.0,79.0,58.0,17280.25,2410.25,85.0,87.0,1511.0,246.0,28.0,10.0,95.0,85.0,3303.0,828.0,69.0,61.0,16006.25,2934.5
[ZvT] - Solar vs [mIem]LiquidClem - Old Republic LE - 2026-03-07 16_28_40.SC2Replay,565,Old Republic LE,Zerg,Terran,2.0,94.0,80.0,1483.0,179.0,33.0,11.5,124.0,397.0,2547.0,739.0,68.0,47.0,14375.75,2778.75,80.0,75.0,1427.0,179.0,27.0,9.0,75.0,338.0,2379.0,604.0,63.0,51.0,15019.75,2711.5
[ZvT] - Solar vs [RBLN]ByuN - Ruby Rock LE - 2026-03-12 16_52_40.SC2Replay,795,Ruby Rock LE,Zerg,Terran,2.0,134.0,0.0,1539.0,0.0,28.0,16.0,109.0,220.0,2631.0,806.0,73.0,49.5,16902.25,1744.0,310.0,77.0,1119.0,313.0,27.0,4.0,220.0,95.0,3135.0,716.0,66.0,53.0,15460.25,2840.0
[ZvT] - Solar vs LiquidCure - Mothership LE - 2026-03-18 13_05_03.SC2Replay,852,Mothership LE,Zerg,Terran,1.0,271.0,0.0,1147.0,0.0,28.0,15.0,91.0,471.0,2211.0,492.0,51.0,55.0,12275.25,2079.5,250.0,153.0,1119.0,335.0,27.0,5.0,36.0,63.0,1651.0,313.0,32.0,33.0,12387.25,2311.75
[ZvT] - Solar vs LiquidCure - Old Republic LE - 2026-03-02 14_43_12.SC2Replay,756,Old Republic LE,Zerg,Terran,2.0,134.0,4.0,1679.0,0.0,36.0,13.0,61.0,41.0,3219.0,985.0,79.0,58.0,16531.25,2258.25,285.0,75.0,1763.0,156.0,28.0,9.0,130.0,242.0,2463.0,963.0,68.0,49.0,16706.25,2967.75
[ZvT] - Solar vs LiquidCure - Ruby Rock LE - 2026-03-06 15_34_42.SC2Replay,671,Ruby Rock LE,Zerg,Terran,2.0,51.0,0.0,1539.0,0.0,28.0,15.5,325.0,37.0,2687.0,828.0,67.0,71.5,16888.25,2219.5,80.0,103.0,1063.0,313.0,27.0,6.0,140.0,291.0,2491.0,671.0,57.0,63.0,14823.25,3119.25
[ZvT] - Solar vs LiquidCure - Ruby Rock LE - 2026-03-18 13_36_52.SC2Replay,1093,Ruby Rock LE,Zerg,Terran,1.0,64.0,4.0,1511.0,22.0,31.0,15.0,96.0,291.0,2659.0,940.0,66.0,64.0,16573.25,2594.0,125.0,107.0,1315.0,335.0,26.0,7.0,90.0,157.0,2239.0,649.0,58.0,51.0,14410.25,3181.25
[ZvT] - Solar vs LiquidCure - White Rabbit LE - 2026-03-02 15_04_55.SC2Replay,632,White Rabbit LE,Zerg,Terran,2.0,114.0,172.0,1539.0,134.0,34.0,10.0,587.0,241.0,2743.0,806.0,62.0,67.0,16440.25,2605.0,60.0,75.0,1567.0,156.0,28.0,12.0,95.0,83.0,3415.0,873.0,69.0,58.0,16342.25,2979.75
[ZvT] - Solar vs LiquidCure - Winter Madness LE - 2026-03-02 14_53_34.SC2Replay,531,Winter Madness LE,Zerg,Terran,1.0,103.0,8.0,1791.0,0.0,36.0,12.0,1318.0,364.0,2799.0,470.0,66.0,20.0,14761.25,1279.0,145.0,91.0,1651.0,246.0,28.0,12.0,162.0,338.0,1651.0,403.0,49.0,23.0,12822.25,1865.25
[ZvT] - Solar vs LiquidCure - Winter Madness LE - 2026-03-18 13_16_30.SC2Replay,636,Winter Madness LE,Zerg,Terran,2.0,58.0,4.0,1511.0,0.0,30.0,11.5,529.0,497.0,2687.0,783.0,69.0,45.0,16174.25,2018.75,25.0,56.0,1035.0,313.0,26.0,7.0,105.0,295.0,2239.0,627.0,60.0,55.0,14340.25,2862.25
[ZvT] - Solar vs Percival - Ruby Rock LE - 2026-02-24 12_39_38.SC2Replay,1015,Ruby Rock LE,Zerg,Terran,1.0,190.0,0.0,1791.0,0.0,36.0,10.0,519.0,271.0,2743.0,940.0,73.0,56.0,17252.25,2292.0,65.0,91.0,1679.0,268.0,28.0,10.0,146.0,194.0,3415.0,649.0,64.0,53.0,16580.25,2935.25
[ZvT] - Solar vs Percival - Taito Citadel LE - 2026-02-24 12_21_41.SC2Replay,774,Taito Citadel LE,Zerg,Terran,1.0,189.0,0.0,1371.0,0.0,24.0,21.5,304.0,347.0,2659.0,783.0,72.0,31.5,16055.25,1749.25,35.0,75.0,1707.0,179.0,28.0,12.0,117.0,207.0,1959.0,627.0,57.0,40.0,14284.25,2560.25
[ZvZ] - [PTHero]Iba vs Rogue - Celestial Enclave LE - 2026-03-14 13_10_33.SC2Replay,624,Celestial Enclave LE,Zerg,Zerg,2.0,150.0,50.0,867.0,44.0,17.0,11.5,203.0,189.0,2575.0,582.0,58.0,43.5,11484.25,1562.0,79.0,124.0,867.0,156.0,21.0,10.0,264.0,487.0,2127.0,806.0,63.0,26.5,11708.25,1720.0
[ZvZ] - [SUPERA]BigOwl vs [RBLN]Lambo - Old Republic LE - 2026-03-18 11_56_37.SC2Replay,560,Old Republic LE,Zerg,Zerg,2.0,145.0,165.0,1343.0,156.0,34.0,10.0,45.0,327.0,1483.0,649.0,53.0,43.0,13409.75,2532.75,209.0,68.0,1595.0,111.0,34.0,9.5,942.0,637.0,2491.0,940.0,62.0,38.0,15299.75,2570.5
[ZvZ] - BASILISKRey vs GgMachine - Ruby Rock LE - 2026-03-11 12_23_42.SC2Replay,582,Ruby Rock LE,Zerg,Zerg,2.0,64.0,50.0,1595.0,156.0,34.0,12.0,151.0,13.0,1679.0,335.0,37.0,40.0,12506.25,1321.75,29.0,74.0,1595.0,156.0,34.0,12.0,144.0,181.0,1987.0,515.0,54.0,39.5,13941.25,1635.75
[ZvZ] - Ragnarok vs [SBalIs]YoungYakov - 10000 Feet LE - 2026-03-17 13_14_58.SC2Replay,401,10000 Feet LE,Zerg,Zerg,1.0,59.0,184.0,1399.0,156.0,29.0,13.0,64.0,41.0,1511.0,156.0,29.0,52.0,7861.25,697.0,114.0,108.0,1399.0,313.0,32.0,6.0,75.0,122.0,1427.0,313.0,30.0,38.0,7728.25,1195.25
[ZvZ] - Rogue vs [RBLN]Lambo - Taito Citadel LE - 2026-03-18 12_10_47.SC2Replay,573,Taito Citadel LE,Zerg,Zerg,1.0,124.0,28.0,1455.0,156.0,29.0,13.0,313.0,134.0,1931.0,492.0,43.0,57.5,14627.25,2369.5,194.0,76.0,1595.0,156.0,34.0,10.0,402.0,207.0,1819.0,492.0,42.0,55.5,13969.25,2370.0
[ZvZ] - Rogue vs [RBLN]Lambo - White Rabbit LE - 2026-03-18 12_18_11.SC2Replay,400,White Rabbit LE,Zerg,Zerg,1.0,184.0,153.0,1567.0,179.0,34.0,10.0,139.0,161.0,2267.0,492.0,47.0,38.5,8638.25,1005.5,144.0,89.0,1623.0,156.0,31.0,10.5,474.0,151.0,1623.0,313.0,34.0,39.5,8057.25,915.25
[ZvZ] - Rogue vs Solar - Ruby Rock LE - 2026-03-18 14_14_29.SC2Replay,418,Ruby Rock LE,Zerg,Zerg,2.0,54.0,188.0,1455.0,156.0,28.0,18.0,39.0,174.0,1343.0,179.0,28.0,31.0,7609.25,713.75,189.0,136.0,1679.0,156.0,35.0,9.0,58.0,75.0,1763.0,335.0,38.0,32.5,8806.25,741.75
[ZvZ] - Rogue vs Solar - Taito Citadel LE - 2026-03-18 14_23_34.SC2Replay,485,Taito Citadel LE,Zerg,Zerg,2.0,204.0,188.0,1595.0,156.0,34.0,7.0,9.0,478.0,1987.0,627.0,59.0,33.0,10764.75,2404.75,89.0,152.0,1679.0,156.0,35.0,9.0,94.0,250.0,2463.0,783.0,60.0,43.5,12507.75,1984.75
[ZvZ] - Solar vs SHIN - Ruby Rock LE - 2026-03-02 13_33_36.SC2Replay,607,Ruby Rock LE,Zerg,Zerg,1.0,199.0,138.0,1679.0,179.0,34.0,10.0,236.0,133.0,2099.0,783.0,52.0,57.0,15453.25,2979.75,20.0,105.0,1511.0,179.0,30.0,13.0,55.0,12.0,1959.0,470.0,49.0,51.0,14340.25,2341.5
[ZvZ] - Solar vs SHIN - Tourmaline LE - 2026-03-02 13_54_13.SC2Replay,617,Tourmaline LE,Zerg,Zerg,1.0,204.0,134.0,1679.0,156.0,34.0,10.0,319.0,446.0,2799.0,940.0,67.0,82.0,16356.25,3388.5,114.0,134.0,1567.0,156.0,32.0,11.0,98.0,233.0,2631.0,828.0,62.0,81.0,16426.25,3036.0
[ZvZ] - Solar vs SHIN - White Rabbit LE - 2026-03-02 13_42_59.SC2Replay,523,White Rabbit LE,Zerg,Zerg,2.0,259.0,130.0,1511.0,156.0,33.0,11.0,161.0,111.0,2603.0,739.0,66.0,40.0,13732.25,2464.75,289.0,118.0,1595.0,156.0,32.0,11.5,293.0,198.0,2827.0,940.0,67.0,47.5,13858.25,2481.5
Celestial Enclave LE.SC2Replay,563,Celestial Enclave LE,Zerg,Protoss,2.0,210.0,248.0,895.0,156.0,21.0,4.0,75.0,534.0,979.0,492.0,27.0,22.5,7851.75,1954.5,380.0,26.0,979.0,291.0,26.0,7.0,350.0,154.0,1679.0,335.0,41.0,22.0,8796.75,1671.25
Mothership LE.SC2Replay,606,Mothership LE,Terran,Protoss,2.0,270.0,284.0,1343.0,156.0,24.0,8.0,284.0,267.0,1035.0,694.0,27.0,23.0,10553.25,1792.0,170.0,144.0,1231.0,335.0,30.0,8.0,410.0,319.0,2407.0,470.0,55.0,24.0,13164.25,2756.0
Old Republic LE (10).SC2Replay,1054,Old Republic LE,Terran,Protoss,2.0,85.0,155.0,1203.0,313.0,27.0,7.0,150.0,467.0,2323.0,649.0,53.0,52.0,13479.25,3427.25,130.0,139.0,1399.0,335.0,33.0,8.0,355.0,384.0,2603.0,627.0,60.0,42.0,14823.25,2974.25
Old Republic LE (11).SC2Replay,472,Old Republic LE,Protoss,Terran,1.0,140.0,51.0,1539.0,335.0,35.0,8.0,425.0,246.0,1875.0,470.0,52.0,23.0,10065.25,1916.0,125.0,61.0,1287.0,268.0,25.0,12.0,85.0,140.0,1791.0,515.0,43.0,37.0,9680.25,1558.25
Old Republic LE (12).SC2Replay,594,Old Republic LE,Terran,Protoss,2.0,78.0,233.0,1231.0,313.0,25.0,14.0,150.0,124.0,2239.0,335.0,46.0,50.0,11778.25,2441.25,135.0,127.0,1483.0,313.0,33.0,6.0,490.0,253.0,2771.0,537.0,58.0,38.0,13577.25,2559.75
Old Republic LE (13).SC2Replay,533,Old Republic LE,Protoss,Terran,1.0,128.0,27.0,1455.0,335.0,34.0,8.0,193.0,371.0,1959.0,470.0,52.0,27.0,11835.25,2353.0,215.0,79.0,1511.0,201.0,26.0,8.0,187.0,429.0,2127.0,649.0,45.0,23.0,11373.25,2262.75
Old Republic LE (14).SC2Replay,521,Old Republic LE,Protoss,Zerg,1.0,300.0,163.0,1399.0,313.0,33.0,11.0,645.0,721.0,2547.0,671.0,60.0,28.0,11996.25,2850.25,690.0,0.0,1539.0,0.0,30.0,10.0,650.0,444.0,2799.0,873.0,67.0,38.0,13669.25,1235.25
Old Republic LE (15).SC2Replay,405,Old Republic LE,Protoss,Zerg,2.0,95.0,13.0,1399.0,335.0,33.0,11.0,110.0,123.0,2071.0,335.0,46.0,16.0,8015.25,1435.25,439.0,64.0,1595.0,111.0,28.0,14.0,534.0,71.0,1875.0,156.0,36.0,37.0,8386.25,541.0
Old Republic LE (16).SC2Replay,24,Old Republic LE,Terran,Protoss,2.0,50.0,0.0,699.0,0.0,13.0,1.0,50.0,0.0,699.0,0.0,13.0,1.0,174.75,0.0,50.0,0.0,699.0,0.0,13.0,1.0,50.0,0.0,699.0,0.0,13.0,1.0,174.75,0.0
Old Republic LE (17).SC2Replay,491,Old Republic LE,Protoss,Terran,1.0,125.0,43.0,1455.0,313.0,34.0,8.0,345.0,143.0,2407.0,515.0,56.0,27.0,11205.75,2118.25,310.0,190.0,1343.0,291.0,26.0,13.0,320.0,59.0,1035.0,335.0,43.0,26.0,9798.75,1636.75
Old Republic LE (18).SC2Replay,844,Old Republic LE,Terran,Protoss,2.0,200.0,66.0,1231.0,223.0,24.0,11.0,386.0,466.0,1567.0,671.0,49.0,47.0,12814.25,2446.75,290.0,152.0,1399.0,313.0,33.0,6.0,180.0,386.0,2631.0,627.0,65.0,44.0,14900.25,2896.25
Old Republic LE (19).SC2Replay,736,Old Republic LE,Protoss,Terran,1.0,195.0,113.0,979.0,358.0,27.0,13.0,235.0,369.0,1903.0,313.0,45.0,31.0,10364.25,2402.75,227.0,139.0,923.0,313.0,22.0,11.0,152.0,150.0,1679.0,313.0,29.0,30.0,8208.25,1663.75
Old Republic LE (2).SC2Replay,813,Old Republic LE,Protoss,Terran,1.0,205.0,143.0,1399.0,313.0,33.0,8.0,650.0,116.0,2659.0,627.0,63.0,37.0,14767.25,2850.75,400.0,211.0,1175.0,313.0,26.0,7.0,1170.0,257.0,1903.0,380.0,46.0,40.0,12912.25,2911.0
Old Republic LE (20).SC2Replay,597,Old Republic LE,Terran,Protoss,2.0,145.0,111.0,1399.0,156.0,26.0,7.0,518.0,310.0,1819.0,671.0,60.0,22.0,14417.25,3276.75,135.0,133.0,1399.0,313.0,33.0,8.0,625.0,199.0,2883.0,649.0,70.0,26.0,15355.25,2856.25
Old Republic LE (21).SC2Replay,0,Old Republic LE,Protoss,Terran,,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,
Old Republic LE (22).SC2Replay,309,Old Republic LE,Zerg,Protoss,1.0,340.0,23.0,951.0,111.0,20.0,18.0,520.0,38.0,1063.0,111.0,22.0,16.0,4684.75,518.25,90.0,115.0,923.0,335.0,24.0,9.0,320.0,231.0,923.0,335.0,26.0,5.0,4523.75,876.25
Old Republic LE (23).SC2Replay,1842,Old Republic LE,Protoss,Zerg,1.0,148.0,181.0,951.0,313.0,27.0,9.0,181.0,582.0,2267.0,627.0,57.0,23.0,11925.25,2783.25,112.0,88.0,1007.0,156.0,20.0,9.0,544.0,20.0,2015.0,201.0,44.0,17.5,10448.25,741.75
Old Republic LE (24).SC2Replay,678,Old Republic LE,Terran,Protoss,2.0,45.0,110.0,1343.0,313.0,26.0,11.0,195.0,331.0,2687.0,627.0,59.0,44.0,13878.25,2795.25,235.0,47.0,1511.0,313.0,35.0,8.0,50.0,353.0,2827.0,627.0,69.0,58.0,15719.25,3164.75
Old Republic LE (25).SC2Replay,821,Old Republic LE,Protoss,Protoss,2.0,305.0,196.0,1091.0,335.0,31.0,9.0,365.0,253.0,2547.0,447.0,62.0,29.0,13577.25,2961.75,270.0,160.0,951.0,313.0,31.0,9.0,510.0,391.0,2743.0,492.0,65.0,24.0,13766.25,2895.5
Old Republic LE (26).SC2Replay,236,Old Republic LE,Terran,Protoss,2.0,205.0,75.0,923.0,179.0,19.0,10.0,205.0,75.0,923.0,179.0,19.0,10.0,2649.25,378.75,195.0,78.0,979.0,313.0,24.0,9.0,195.0,78.0,979.0,313.0,24.0,9.0,3363.25,413.25
Old Republic LE (27).SC2Replay,142,Old Republic LE,Protoss,Protoss,1.0,70.0,0.0,811.0,0.0,16.0,0.0,70.0,0.0,811.0,0.0,16.0,0.0,1824.75,0.0,102.0,0.0,447.0,0.0,21.0,2.0,102.0,0.0,447.0,0.0,21.0,2.0,1607.75,0.0
Old Republic LE (28).SC2Replay,614,Old Republic LE,Zerg,Protoss,2.0,74.0,21.0,951.0,156.0,19.0,26.5,504.0,672.0,1763.0,694.0,44.0,8.0,10021.25,1837.0,228.0,39.0,1203.0,313.0,28.0,9.0,431.0,731.0,1903.0,649.0,48.0,25.0,11162.25,2374.75
Old Republic LE (29).SC2Replay,510,Old Republic LE,Zerg,Protoss,2.0,169.0,0.0,1063.0,0.0,18.0,20.0,69.0,52.0,2267.0,156.0,42.0,23.0,9364.75,317.0,50.0,13.0,1343.0,335.0,32.0,11.0,180.0,327.0,1875.0,671.0,53.0,25.0,10638.75,2089.75
Old Republic LE (3).SC2Replay,542,Old Republic LE,Zerg,Protoss,2.0,144.0,18.0,783.0,156.0,16.0,25.5,331.0,28.0,1763.0,0.0,38.0,6.0,8551.75,892.5,185.0,147.0,1147.0,335.0,27.0,8.0,148.0,416.0,1847.0,335.0,44.0,19.0,10000.75,2071.75
Old Republic LE (30).SC2Replay,719,Old Republic LE,Protoss,Protoss,2.0,350.0,200.0,1203.0,313.0,31.0,9.0,215.0,623.0,2631.0,492.0,59.0,49.0,14088.25,2941.5,375.0,156.0,1063.0,335.0,30.0,9.0,720.0,168.0,2743.0,447.0,58.0,50.0,13962.25,2726.75
Old Republic LE (31).SC2Replay,618,Old Republic LE,Protoss,Protoss,2.0,350.0,184.0,1035.0,335.0,28.0,9.0,360.0,549.0,2519.0,492.0,56.0,36.0,12744.25,2895.0,230.0,354.0,1119.0,313.0,30.0,9.0,595.0,577.0,2463.0,671.0,62.0,38.0,13388.25,3097.75
Old Republic LE (32).SC2Replay,117,Old Republic LE,Protoss,Protoss,2.0,40.0,0.0,307.0,0.0,19.0,1.0,40.0,0.0,307.0,0.0,19.0,1.0,1237.25,0.0,205.0,0.0,671.0,0.0,15.0,0.0,205.0,0.0,671.0,0.0,15.0,0.0,1328.25,0.0
Old Republic LE (33).SC2Replay,523,Old Republic LE,Protoss,Terran,1.0,45.0,52.0,1371.0,335.0,33.0,8.0,240.0,209.0,2463.0,492.0,57.0,34.0,12087.25,2302.0,60.0,37.0,1343.0,246.0,26.0,11.0,310.0,49.0,2071.0,515.0,44.0,44.0,10981.25,2084.75
Old Republic LE (34).SC2Replay,798,Old Republic LE,Terran,Protoss,2.0,110.0,82.0,1455.0,313.0,26.0,11.0,380.0,180.0,1819.0,492.0,49.0,61.0,13507.25,2862.5,225.0,143.0,1595.0,313.0,35.0,8.0,10.0,610.0,2603.0,649.0,60.0,64.0,15313.25,3102.75
Old Republic LE (35).SC2Replay,740,Old Republic LE,Zerg,Protoss,2.0,219.0,0.0,1455.0,0.0,25.0,18.0,304.0,338.0,2631.0,940.0,65.0,37.0,14802.25,1688.0,300.0,163.0,1119.0,335.0,32.0,11.0,1035.0,617.0,2743.0,783.0,64.0,45.0,14760.25,3337.25
Old Republic LE (36).SC2Replay,850,Old Republic LE,Protoss,Zerg,1.0,170.0,154.0,1511.0,313.0,34.0,9.0,145.0,490.0,1231.0,403.0,45.0,33.0,12772.25,2929.25,194.0,92.0,1371.0,44.0,24.0,20.0,169.0,152.0,1735.0,358.0,45.0,31.5,13654.25,1037.0
Old Republic LE (37).SC2Replay,708,Old Republic LE,Protoss,Zerg,2.0,185.0,171.0,1371.0,358.0,31.0,11.0,975.0,509.0,2519.0,1007.0,67.0,40.0,14606.25,3393.75,159.0,4.0,1371.0,0.0,27.0,15.0,774.0,575.0,2799.0,985.0,69.0,43.0,16006.25,1722.25
Old Republic LE (38).SC2Replay,491,Old Republic LE,Protoss,Terran,1.0,360.0,123.0,1399.0,335.0,34.0,8.0,460.0,250.0,2687.0,492.0,58.0,19.0,11345.75,2156.5,47.0,15.0,1231.0,358.0,26.0,6.0,233.0,134.0,1903.0,515.0,45.0,25.0,10645.75,1984.75
Old Republic LE (39).SC2Replay,690,Old Republic LE,Terran,Protoss,2.0,20.0,45.0,1175.0,313.0,23.0,19.0,205.0,104.0,1175.0,313.0,23.0,60.0,10210.25,2592.75,180.0,156.0,1371.0,313.0,32.0,4.0,390.0,203.0,2099.0,515.0,54.0,25.0,13549.25,2766.75
Old Republic LE (4).SC2Replay,401,Old Republic LE,Terran,Protoss,2.0,115.0,121.0,1455.0,156.0,25.0,17.0,665.0,53.0,1903.0,156.0,35.0,32.0,7693.25,853.5,75.0,51.0,1567.0,358.0,35.0,8.0,475.0,218.0,1875.0,492.0,45.0,17.0,8344.25,1453.0
Old Republic LE (40).SC2Replay,1733,Old Republic LE,Protoss,Zerg,2.0,440.0,163.0,1539.0,313.0,35.0,9.0,845.0,792.0,2631.0,963.0,69.0,29.0,15250.25,3718.25,22.0,40.0,1343.0,89.0,26.0,12.0,686.0,204.0,2715.0,470.0,57.0,40.0,15719.25,1478.5
Old Republic LE (41).SC2Replay,323,Old Republic LE,Protoss,Protoss,1.0,190.0,98.0,923.0,335.0,26.0,13.0,260.0,60.0,1063.0,313.0,28.0,13.0,4852.75,1039.75,175.0,176.0,1119.0,313.0,30.0,7.0,155.0,38.0,1147.0,313.0,32.0,9.0,4985.75,1084.75
